Date,TSX Adj Close,FTSE Adj Close,NIKKEI Adj Close,VWO Adj Close,KOSDAQ Adj Close,BCOM Adj Close,GLAB.L Adj Close,VIX Adj Close
2019-09-23,16867.19921875,7326.10009765625,,35.64152145385742,645.010009765625,79.87000274658203,31.787500381469727,14.90999984741211
2019-09-24,16798.30078125,7291.39990234375,22098.83984375,35.207374572753906,641.8499755859375,79.36000061035156,31.81999969482422,17.049999237060547
2019-09-25,16784.30078125,7290.0,22020.150390625,35.242034912109375,626.760009765625,78.91000366210938,31.799999237060547,15.960000038146973
2019-09-26,16790.400390625,7351.10009765625,22048.240234375,35.22471237182617,628.4199829101562,78.62999725341797,31.825000762939453,16.06999969482422
2019-09-27,16694.30078125,7426.2001953125,21878.900390625,34.782772064208984,626.9299926757812,78.33999633789062,31.80500030517578,17.219999313354492
2019-09-30,16658.599609375,7408.2001953125,21755.83984375,34.886756896972656,621.760009765625,77.77999877929688,31.780000686645508,16.239999771118164
2019-10-01,16447.69921875,7360.2998046875,21885.240234375,34.64411926269531,632.0999755859375,77.87000274658203,31.802499771118164,18.559999465942383
2019-10-02,16311.0,7122.5,21778.609375,34.4794807434082,624.510009765625,77.5199966430664,31.81999969482422,20.559999465942383
2019-10-03,16369.0,7077.60009765625,21341.740234375,34.89542007446289,,77.73999786376953,31.924999237060547,19.1200008392334
2019-10-04,16449.400390625,7155.39990234375,21410.19921875,35.060054779052734,621.8400268554688,77.93000030517578,31.93000030517578,17.040000915527344
2019-10-07,16421.80078125,7197.89990234375,21375.25,34.791439056396484,627.2100219726562,77.70999908447266,31.90999984741211,17.860000610351562
2019-10-08,16294.0,7143.2001953125,21587.779296875,34.496822357177734,635.4099731445312,77.87999725341797,31.920000076293945,20.280000686645508
2019-10-09,16379.900390625,7166.5,21456.380859375,34.756778717041016,,77.91999816894531,31.875,18.639999389648438
2019-10-10,16422.69921875,7186.39990234375,21551.98046875,35.1293830871582,634.72998046875,77.94000244140625,31.770000457763672,17.56999969482422
2019-10-11,16415.19921875,7247.10009765625,21798.869140625,35.597320556640625,632.9500122070312,78.83000183105469,31.642499923706055,15.579999923706055
2019-10-14,,7213.5,,35.51933288574219,641.4600219726562,78.58000183105469,31.68000030517578,14.569999694824219
2019-10-15,16418.400390625,7211.60009765625,22207.2109375,35.761962890625,646.7999877929688,78.41000366210938,31.645000457763672,13.539999961853027
2019-10-16,16427.19921875,7168.0,22472.919921875,35.857276916503906,651.9600219726562,78.33000183105469,31.627500534057617,13.680000305175781
2019-10-17,16426.30078125,7182.2998046875,22451.859375,35.969932556152344,649.2899780273438,78.58000183105469,31.637500762939453,13.789999961853027
2019-10-18,16377.099609375,7150.60009765625,22492.6796875,35.87460708618164,646.6900024414062,78.66999816894531,31.622499465942383,14.25
2019-10-21,16418.5,7163.60009765625,22548.900390625,36.13456726074219,649.1799926757812,78.25,31.559999465942383,14.0
2019-10-22,16391.5,7212.5,,36.10857391357422,655.9099731445312,78.47000122070312,31.610000610351562,14.460000038146973
2019-10-23,16335.900390625,7260.7001953125,22625.380859375,36.12589645385742,658.97998046875,79.01000213623047,31.635000228881836,14.010000228881836
2019-10-24,16369.2998046875,7328.2998046875,22750.599609375,36.16923904418945,658.75,79.3499984741211,31.65999984741211,13.710000038146973
2019-10-25,16404.5,7324.5,22799.810546875,36.3338737487793,652.3699951171875,79.5,31.612499237060547,12.649999618530273
2019-10-28,16387.5,7331.2998046875,22867.26953125,36.619834899902344,652.4199829101562,79.4800033569336,31.53499984741211,13.109999656677246
2019-10-29,16418.099609375,7306.2998046875,22974.130859375,36.4118537902832,658.2999877929688,79.5999984741211,31.549999237060547,13.199999809265137
2019-10-30,16501.400390625,7330.7998046875,22843.119140625,36.550506591796875,655.0399780273438,79.5999984741211,31.572500228881836,12.329999923706055
2019-10-31,16483.19921875,7248.39990234375,22927.0390625,36.26454544067383,658.52001953125,79.23999786376953,31.6875,13.220000267028809
2019-11-01,16594.099609375,7302.39990234375,22850.76953125,36.82780075073242,662.3400268554688,80.26000213623047,31.670000076293945,12.300000190734863
2019-11-04,16669.80078125,7369.7001953125,,37.09642791748047,668.4500122070312,80.62999725341797,31.614999771118164,12.829999923706055
2019-11-05,16681.900390625,7388.10009765625,23251.990234375,37.278404235839844,672.1799926757812,80.72000122070312,31.530000686645508,13.100000381469727
2019-11-06,16745.599609375,7396.7001953125,23303.8203125,37.21773910522461,669.6799926757812,80.1500015258789,31.524999618530273,12.619999885559082
2019-11-07,16805.80078125,7406.39990234375,23330.3203125,37.469032287597656,666.1500244140625,80.0199966430664,31.4325008392334,12.729999542236328
2019-11-08,16877.400390625,7359.39990234375,23391.869140625,37.13108825683594,664.5999755859375,79.91000366210938,31.427499771118164,12.069999694824219
2019-11-11,16882.80078125,7328.5,23331.83984375,36.92311477661133,661.3699951171875,79.02999877929688,31.395000457763672,12.6899995803833
2019-11-12,16909.400390625,7365.39990234375,23520.009765625,36.64582824707031,665.1400146484375,79.02999877929688,31.392499923706055,12.680000305175781
2019-11-13,16958.0,7351.2001953125,23319.869140625,36.4118537902832,661.8499755859375,78.95999908447266,31.479999542236328,13.0
2019-11-14,16972.19921875,7292.7998046875,23141.55078125,36.39453125,663.3099975585938,78.91999816894531,31.52750015258789,13.050000190734863
2019-11-15,17028.5,7302.89990234375,23303.3203125,36.63716506958008,668.510009765625,79.08999633789062,31.530000686645508,12.050000190734863
2019-11-18,17025.099609375,7307.7001953125,23416.759765625,36.628482818603516,669.3400268554688,78.31999969482422,31.545000076293945,12.460000038146973
2019-11-19,17011.400390625,7323.7998046875,23292.650390625,36.75847244262695,662.530029296875,77.86000061035156,31.5674991607666,12.859999656677246
2019-11-20,17005.80078125,7262.5,23148.5703125,36.619834899902344,649.8699951171875,78.27999877929688,31.604999542236328,12.779999732971191
2019-11-21,16999.19921875,7238.60009765625,23038.580078125,36.663150787353516,635.989990234375,78.61000061035156,31.584999084472656,13.130000114440918
2019-11-22,16954.80078125,7326.7998046875,23112.880859375,36.593833923339844,633.9199829101562,78.7300033569336,31.600000381469727,12.34000015258789
2019-11-25,17032.900390625,7396.2998046875,23292.810546875,36.92311477661133,647.4000244140625,78.55999755859375,31.600000381469727,11.869999885559082
2019-11-26,17035.900390625,7403.10009765625,23373.3203125,36.77580642700195,651.5900268554688,78.66000366210938,31.65999984741211,11.539999961853027
2019-11-27,17100.599609375,7429.7998046875,23437.76953125,36.88845443725586,647.3900146484375,78.33999633789062,31.662500381469727,11.75
2019-11-28,17114.5,7416.39990234375,23409.140625,,640.1799926757812,,31.645000457763672,
2019-11-29,17040.19921875,7346.5,23293.91015625,36.4465217590332,632.989990234375,77.11000061035156,31.6200008392334,12.619999885559082
2019-12-02,16981.5,7285.89990234375,23529.5,36.455177307128906,634.5,77.13999938964844,31.52750015258789,14.90999984741211
2019-12-03,16892.19921875,7158.7998046875,23379.810546875,36.30786895751953,629.5800170898438,77.33999633789062,31.639999389648438,15.960000038146973
2019-12-04,16897.30078125,7188.5,23135.23046875,36.628482818603516,625.27001953125,77.8499984741211,31.690000534057617,14.800000190734863
2019-12-05,16854.900390625,7137.89990234375,23300.08984375,36.819129943847656,617.5999755859375,78.11000061035156,31.549999237060547,14.520000457763672
2019-12-06,16997.0,7239.7001953125,23354.400390625,36.95777893066406,628.0999755859375,78.23999786376953,31.532499313354492,13.619999885559082
2019-12-09,16950.900390625,7233.89990234375,23430.69921875,36.819129943847656,627.8599853515625,78.13999938964844,31.540000915527344,15.859999656677246
2019-12-10,16950.69921875,7213.7998046875,23410.189453125,36.89712142944336,627.1099853515625,78.5199966430664,31.540000915527344,15.680000305175781
2019-12-11,16939.599609375,7216.2998046875,23391.859375,37.391048431396484,629.1300048828125,78.33000183105469,31.575000762939453,14.989999771118164
2019-12-12,16946.900390625,7273.5,23424.810546875,37.902313232421875,636.9400024414062,79.06999969482422,31.497499465942383,13.9399995803833
2019-12-13,17003.099609375,7353.39990234375,24023.099609375,37.858978271484375,643.4500122070312,79.41000366210938,31.584999084472656,12.630000114440918
2019-12-16,17056.400390625,7519.10009765625,23952.349609375,38.179595947265625,644.4400024414062,80.19000244140625,31.542499542236328,12.140000343322754
2019-12-17,17075.19921875,7525.2998046875,24066.119140625,38.46554946899414,650.5800170898438,80.29000091552734,31.575000762939453,12.289999961853027
2019-12-18,17032.0,7540.7998046875,23934.4296875,38.67352294921875,648.9500122070312,80.13999938964844,31.520000457763672,12.579999923706055
2019-12-19,17064.0,7573.7998046875,23864.849609375,38.69951629638672,647.8499755859375,80.3499984741211,31.530000686645508,12.5
2019-12-20,17118.400390625,7582.5,23816.630859375,38.73418426513672,649.72998046875,80.38999938964844,31.52750015258789,12.510000228881836
2019-12-23,17128.69921875,7623.60009765625,23821.109375,38.80350112915039,647.6199951171875,80.22000122070312,31.532499313354492,12.609999656677246
2019-12-24,17180.19921875,7632.2001953125,23830.580078125,38.76839828491211,638.9099731445312,80.66000366210938,31.53499984741211,12.670000076293945
2019-12-25,,,23782.869140625,,,,,
2019-12-26,,,23924.919921875,39.093082427978516,652.0700073242188,81.2699966430664,,12.649999618530273
2019-12-27,17168.19921875,7644.89990234375,23837.720703125,39.14573287963867,661.239990234375,81.3499984741211,31.600000381469727,13.430000305175781
2019-12-30,17098.599609375,7587.10009765625,23656.619140625,38.926353454589844,669.8300170898438,81.38999938964844,31.532499313354492,14.819999694824219
2019-12-31,17063.400390625,7542.39990234375,,39.02287673950195,,80.88999938964844,31.5575008392334,13.779999732971191
2020-01-02,17100.0,7604.2998046875,,39.953041076660156,674.02001953125,81.0,31.600000381469727,12.470000267028809
2020-01-03,17066.099609375,7622.39990234375,,39.24226379394531,669.9299926757812,81.37000274658203,31.68000030517578,14.020000457763672
2020-01-06,17105.5,7575.2998046875,23204.859375,39.17205810546875,655.3099975585938,81.63999938964844,31.674999237060547,13.850000381469727
2020-01-07,17168.099609375,7573.89990234375,23575.720703125,39.15450668334961,663.4400024414062,81.56999969482422,31.662500381469727,13.789999961853027
2020-01-08,17167.80078125,7574.89990234375,23204.759765625,39.33000946044922,640.9400024414062,80.58000183105469,31.622499465942383,13.449999809265137
2020-01-09,17235.599609375,7598.10009765625,23739.869140625,39.531837463378906,666.0900268554688,80.44999694824219,31.5625,12.539999961853027
2020-01-10,17234.5,7587.89990234375,23850.5703125,39.724884033203125,673.030029296875,80.70999908447266,31.642499923706055,12.5600004196167
2020-01-13,17293.400390625,7617.60009765625,,40.268943786621094,679.219970703125,80.29000091552734,31.602500915527344,12.319999694824219
2020-01-14,17352.900390625,7622.39990234375,24025.169921875,40.08466720581055,678.7100219726562,80.3499984741211,31.622499465942383,12.390000343322754
2020-01-15,17415.19921875,7642.7998046875,23916.580078125,39.8301887512207,679.1599731445312,80.02999877929688,31.674999237060547,12.420000076293945
2020-01-16,17484.80078125,7609.7998046875,23933.130859375,40.032020568847656,686.52001953125,79.61000061035156,31.655000686645508,12.319999694824219
2020-01-17,17559.0,7674.60009765625,24041.259765625,40.286495208740234,688.4099731445312,79.81999969482422,31.65999984741211,12.100000381469727
2020-01-20,17597.400390625,7651.39990234375,24083.509765625,,683.469970703125,,31.670000076293945,
2020-01-21,17572.30078125,7610.7001953125,23864.560546875,39.2861328125,676.52001953125,79.20999908447266,31.735000610351562,12.850000381469727
2020-01-22,17599.900390625,7571.89990234375,24031.349609375,39.52306365966797,688.25,78.66999816894531,31.752500534057617,12.90999984741211
2020-01-23,17621.80078125,7507.7001953125,23795.439453125,39.16328811645508,685.5700073242188,78.2300033569336,31.829999923706055,12.979999542236328
2020-01-24,17565.30078125,7586.0,23827.1796875,38.86492919921875,,77.31999969482422,31.862499237060547,14.5600004196167
2020-01-27,17442.5,7412.10009765625,23343.509765625,37.557437896728516,,76.2300033569336,31.967500686645508,18.229999542236328
2020-01-28,17500.900390625,7480.7001953125,23215.7109375,37.87334060668945,664.7000122070312,76.31999969482422,31.952499389648438,16.280000686645508
2020-01-29,17511.80078125,7483.60009765625,23379.400390625,38.04884719848633,670.1799926757812,75.86000061035156,32.005001068115234,16.389999389648438
2020-01-30,17490.599609375,7382.0,22977.75,37.5311164855957,656.3900146484375,75.13999938964844,32.037498474121094,15.489999771118164
2020-01-31,17318.5,7286.0,23205.1796875,36.86419677734375,642.47998046875,74.83999633789062,32.07500076293945,18.84000015258789
2020-02-03,17379.80078125,7326.2998046875,22971.939453125,37.12746047973633,646.8499755859375,74.08000183105469,31.772499084472656,17.969999313354492
2020-02-04,17512.69921875,7439.7998046875,23084.58984375,38.01374816894531,661.239990234375,74.0999984741211,31.732500076293945,16.049999237060547
2020-02-05,17651.599609375,7482.5,23319.560546875,38.224342346191406,661.3200073242188,74.73999786376953,31.670000076293945,15.149999618530273
2020-02-06,17757.5,7504.7998046875,23873.58984375,38.20680236816406,672.6900024414062,74.95999908447266,31.667499542236328,14.960000038146973
2020-02-07,17655.5,7466.7001953125,23827.98046875,37.689064025878906,672.6300048828125,74.76000213623047,31.74250030517578,15.470000267028809
2020-02-10,17740.599609375,7446.89990234375,23685.98046875,37.92599868774414,676.0700073242188,74.19999694824219,31.78499984741211,15.039999961853027
2020-02-11,17777.099609375,7499.39990234375,,38.40861511230469,682.3400268554688,74.37999725341797,31.767499923706055,15.180000305175781
2020-02-12,17832.900390625,7534.39990234375,23861.2109375,38.900028228759766,686.5900268554688,75.16000366210938,31.739999771118164,13.739999771118164
2020-02-13,17821.19921875,7452.0,23827.73046875,38.487586975097656,687.6099853515625,75.31999969482422,31.747499465942383,14.149999618530273
2020-02-14,17848.400390625,7409.10009765625,23687.58984375,38.40861511230469,688.9099731445312,75.37999725341797,31.767499923706055,13.680000305175781
2020-02-17,,7433.2998046875,23523.240234375,,692.5900268554688,,31.774999618530273,
2020-02-18,17858.30078125,7382.0,23193.80078125,38.27699661254883,682.9199829101562,76.11000061035156,31.822500228881836,14.829999923706055
2020-02-19,17925.400390625,7457.0,23400.69921875,38.592899322509766,684.780029296875,76.56999969482422,31.802499771118164,14.380000114440918
2020-02-20,17944.099609375,7436.60009765625,23479.150390625,38.0663948059082,681.6599731445312,76.20999908447266,31.857500076293945,15.5600004196167
2020-02-21,17843.5,7403.89990234375,23386.740234375,37.92599868774414,667.989990234375,76.25,31.912500381469727,17.079999923706055
2020-02-24,17562.69921875,7156.7998046875,,36.5921745300293,639.2899780273438,74.9000015258789,32.0099983215332,25.030000686645508
2020-02-25,17177.400390625,7017.89990234375,22605.41015625,36.3026008605957,656.9500122070312,74.20999908447266,32.05500030517578,27.850000381469727
2020-02-26,17041.900390625,7042.5,22426.189453125,36.5307502746582,654.6300048828125,73.62999725341797,31.967500686645508,27.559999465942383
2020-02-27,16717.400390625,6796.39990234375,21948.23046875,35.65325164794922,638.1699829101562,72.58000183105469,32.02750015258789,39.15999984741211
2020-02-28,16263.099609375,6580.60009765625,21142.9609375,35.556705474853516,610.72998046875,70.9800033569336,32.102500915527344,40.11000061035156
2020-03-02,16553.30078125,6654.89990234375,21344.080078125,36.24117660522461,627.6599731445312,72.47000122070312,32.182498931884766,33.41999816894531
2020-03-03,16423.599609375,6718.2001953125,21082.73046875,36.065673828125,626.8200073242188,73.19000244140625,32.20750045776367,36.81999969482422
2020-03-04,16779.5,6815.60009765625,21100.060546875,36.574623107910156,641.72998046875,73.2300033569336,32.3125,31.989999771118164
2020-03-05,16554.0,6705.39990234375,21329.119140625,35.87261962890625,650.1900024414062,72.68000030517578,32.317501068115234,39.619998931884766
2020-03-06,16175.0,6462.60009765625,20749.75,35.196937561035156,642.719970703125,70.79000091552734,32.474998474121094,41.939998626708984
2020-03-09,14514.2001953125,5965.7998046875,19698.759765625,32.573177337646484,614.5999755859375,67.8499984741211,32.52750015258789,54.459999084472656
2020-03-10,14958.099609375,5960.2001953125,19867.119140625,34.21411895751953,619.969970703125,69.30000305175781,32.375,47.29999923706055
2020-03-11,14270.099609375,5876.5,19416.060546875,32.73113250732422,595.6099853515625,68.30000305175781,32.26750183105469,53.900001525878906
2020-03-12,12508.5,5237.5,18559.630859375,29.440471649169922,563.489990234375,66.16000366210938,31.954999923706055,75.47000122070312
2020-03-13,13716.2998046875,5366.10009765625,17431.05078125,31.502613067626953,524.0,65.30999755859375,31.540000915527344,57.83000183105469
2020-03-16,12360.400390625,5151.10009765625,17002.0390625,27.69422149658203,504.510009765625,62.56999969482422,31.354999542236328,82.69000244140625
2020-03-17,12685.2001953125,5294.89990234375,17011.529296875,29.43169403076172,514.72998046875,62.0099983215332,31.485000610351562,75.91000366210938
2020-03-18,11721.400390625,5080.60009765625,16726.55078125,27.03609275817871,485.1400146484375,59.47999954223633,30.924999237060547,76.44999694824219
2020-03-19,12170.5,5151.60009765625,16552.830078125,27.185266494750977,428.3500061035156,61.43000030517578,30.719999313354492,72.0
2020-03-20,11851.7998046875,5190.7998046875,,27.308120727539062,467.75,61.099998474121094,30.850000381469727,66.04000091552734
2020-03-23,11228.5,4993.89990234375,16887.779296875,26.778871536254883,443.760009765625,62.0099983215332,30.954999923706055,61.59000015258789
2020-03-24,12571.099609375,5446.0,18092.349609375,28.466838836669922,480.3999938964844,63.77000045776367,31.047500610351562,61.66999816894531
2020-03-25,13139.2001953125,5688.2001953125,19546.630859375,29.398733139038086,505.67999267578125,63.97999954223633,31.0674991607666,63.95000076293945
2020-03-26,13371.2001953125,5815.7001953125,18664.599609375,30.5855770111084,516.6099853515625,63.33000183105469,31.357500076293945,61.0
2020-03-27,12687.7001953125,5510.2998046875,19389.4296875,28.932785034179688,522.8300170898438,62.709999084472656,31.497499465942383,65.54000091552734
2020-03-30,13038.5,5563.7001953125,19084.970703125,29.35477066040039,542.1099853515625,62.060001373291016,31.684999465942383,57.08000183105469
2020-03-31,13378.7998046875,5672.0,18917.009765625,29.495437622070312,569.0700073242188,61.86000061035156,31.575000762939453,53.540000915527344
2020-04-01,12876.400390625,5454.60009765625,18065.41015625,28.44925308227539,551.8400268554688,60.290000915527344,31.584999084472656,57.060001373291016
2020-04-02,13097.7998046875,5480.2001953125,17818.720703125,29.284448623657227,567.7000122070312,61.54999923706055,31.592500686645508,50.90999984741211
2020-04-03,12938.2998046875,5415.5,17820.189453125,28.721786499023438,573.010009765625,62.20000076293945,31.592500686645508,46.79999923706055
2020-04-06,13592.7001953125,5582.39990234375,18576.30078125,30.13722038269043,597.2100219726562,62.81999969482422,31.56999969482422,45.2400016784668
2020-04-07,13614.099609375,5704.5,18950.1796875,30.313051223754883,606.9000244140625,63.220001220703125,31.55500030517578,46.70000076293945
2020-04-08,13925.7001953125,5677.7001953125,19353.240234375,30.66470718383789,607.3699951171875,63.150001525878906,31.53499984741211,43.349998474121094
2020-04-09,14166.599609375,5842.7001953125,19345.76953125,30.611961364746094,615.9500122070312,63.47999954223633,31.760000228881836,41.66999816894531
2020-04-10,,,19498.5,,611.260009765625,,,
2020-04-13,14075.900390625,,19043.400390625,30.726247787475586,596.7100219726562,63.380001068115234,,41.16999816894531
2020-04-14,14258.400390625,5791.2998046875,19638.810546875,31.34166145324707,610.2899780273438,63.04999923706055,31.844999313354492,37.7599983215332
2020-04-15,13958.599609375,5597.7001953125,19550.08984375,30.647127151489258,,61.970001220703125,31.907499313354492,40.84000015258789
2020-04-16,13899.2998046875,5628.39990234375,19290.19921875,30.822954177856445,623.4299926757812,62.04999923706055,31.927499771118164,40.11000061035156
2020-04-17,14359.900390625,5787.0,19897.259765625,31.324073791503906,634.7899780273438,62.09000015258789,31.967500686645508,38.150001525878906
2020-04-20,14388.2998046875,5812.7998046875,19669.119140625,31.095491409301758,637.8200073242188,61.97999954223633,31.877500534057617,43.83000183105469
2020-04-21,13940.099609375,5641.0,19280.779296875,30.233928680419922,628.77001953125,59.5099983215332,31.947500228881836,45.40999984741211
2020-04-22,14288.2001953125,5770.60009765625,19137.94921875,31.01637077331543,635.1599731445312,60.68000030517578,31.922500610351562,41.97999954223633
2020-04-23,14251.099609375,5826.60009765625,19429.439453125,30.89328956604004,643.7899780273438,60.779998779296875,31.957500457763672,41.380001068115234
2020-04-24,14420.400390625,5752.2001953125,19262.0,30.849328994750977,632.9600219726562,60.2400016784668,31.962499618530273,35.93000030517578
2020-04-27,14642.099609375,5846.7998046875,19783.220703125,31.429569244384766,646.8599853515625,59.54999923706055,31.99250030517578,33.290000915527344
2020-04-28,14798.2998046875,5958.5,19771.189453125,31.508691787719727,644.9299926757812,59.63999938964844,31.957500457763672,33.56999969482422
2020-04-29,15228.099609375,6115.2998046875,,32.36146545410156,645.1799926757812,59.880001068115234,32.022499084472656,31.229999542236328
2020-04-30,14780.7001953125,5901.2001953125,20193.689453125,31.798809051513672,,60.900001525878906,32.04249954223633,34.150001525878906
2020-05-01,14620.2998046875,5763.10009765625,19619.349609375,30.735042572021484,,60.709999084472656,32.032501220703125,37.189998626708984
2020-05-04,14745.0,5753.7998046875,,31.121871948242188,641.9099731445312,60.970001220703125,32.01499938964844,35.970001220703125
2020-05-05,14811.599609375,5849.39990234375,,31.262537002563477,,62.310001373291016,31.975000381469727,33.61000061035156
2020-05-06,14830.7001953125,5853.7998046875,,31.18340492248535,658.4000244140625,61.459999084472656,31.93000030517578,34.119998931884766
2020-05-07,14833.7001953125,5936.0,19674.76953125,31.385618209838867,668.1699829101562,62.0,31.947500228881836,31.440000534057617
2020-05-08,14966.599609375,,20179.08984375,32.08892822265625,682.2999877929688,62.31999969482422,,27.979999542236328
2020-05-11,15103.2001953125,5939.7001953125,20390.66015625,31.930683135986328,685.0399780273438,61.779998779296875,31.877500534057617,27.56999969482422
2020-05-12,14881.2001953125,5994.7998046875,20366.48046875,31.833980560302734,684.2100219726562,61.54999923706055,31.899999618530273,33.040000915527344
2020-05-13,14503.2001953125,5904.10009765625,20267.05078125,31.73727035522461,691.530029296875,60.619998931884766,31.912500381469727,35.279998779296875
2020-05-14,14509.7001953125,5741.5,19914.779296875,31.833980560302734,690.5700073242188,61.290000915527344,31.969999313354492,32.61000061035156
2020-05-15,14638.900390625,5799.7998046875,20037.470703125,31.4383602142334,691.9299926757812,61.65999984741211,31.979999542236328,31.889999389648438
2020-05-18,,6048.60009765625,20133.73046875,32.625205993652344,690.8499755859375,63.029998779296875,31.97249984741211,29.299999237060547
2020-05-19,14885.5,6002.2001953125,20433.44921875,32.299930572509766,696.3599853515625,63.2400016784668,31.927499771118164,30.530000686645508
2020-05-20,14997.599609375,6067.2001953125,20595.150390625,32.7043342590332,708.760009765625,63.599998474121094,31.96500015258789,27.989999771118164
2020-05-21,14884.900390625,6015.2998046875,20552.310546875,32.370262145996094,716.02001953125,63.0099983215332,32.060001373291016,29.530000686645508
2020-05-22,14913.599609375,5993.2998046875,20388.16015625,31.754854202270508,708.5800170898438,62.7400016784668,32.09000015258789,28.15999984741211
2020-05-25,15075.400390625,,20741.650390625,,719.8900146484375,,,
